Title,Season,Episode,Description,Duration,Year,Director,Rating
"The Deadly Assassin, Part Two",14,10,<p>The Doctor is arrested for the President's murder and struggles to avoid his immediate execution.</p>,25,1976,David Maloney,9.6
"The Deadly Assassin, Part Three",14,11,"<p>The Doctor battles the assassin inside the matrix dreamscape, while the Master tries to bring about his death in the real world.</p>",25,1976,David Maloney,8.4
"The Deadly Assassin, Part Four",14,12,"<p>The Doctor realises the Master is planning to tap into the Time Lords' power source to extend his own life, an act that will destroy all Gallifrey.</p>",25,1976,David Maloney,9
"The Face of Evil, Part One",14,13,"<p>On a nameless planet in the far future where invisible monsters prowl, the Doctor befriends a warrior woman named Leela, recently banished from her tribe, the Sevateem. She and everyone recognize the Doctor immediately. He is the Evil One who, in their mythology, holds their god Xoanon prisoner and must be destroyed.</p>",25,1977,Pennant Roberts,8.5
"The Face of Evil, Part Two",14,14,"<p>Despite protestations against being the Evil One, mounting evidence points to the Doctor's prior involvement with Leela's people, and an error in judgment he once made in their distant past that puts them all in immediate jeopardy.</p>",25,1977,Pennant Roberts,8.3
"The Face of Evil, Part Three",14,15,"<p>The Doctor and Leela encounter the placid and mind-powerful Tesh, the complete opposite of the savage Saveteem. They recognize the Doctor, too, but to them he is Lord; however, when it becomes evident the Doctor threatens their living god, Xoanon, the Doctor becomes a marked man.</p>",25,1977,Pennant Roberts,8.2
"The Face of Evil, Part Four",14,16,"<p>As the Saveteem and Tesh finally close in for a fight to the death, the powerful but long-suffering Xoanon ignores their strife to commit its full resources toward killing the Doctor, even to the extent of destroying everyone.</p>",25,1977,Pennant Roberts,8.5
"The Robots of Death, Part One",14,17,"<p>The TARDIS materialize aboard a sandminer, a mining ship on a desert planet run by a robot labor force headed by a fairly small but sniping human crew. As one crewman is discovered strangled to death, the Doctor and Leela arrive just in time to become the prime suspects.</p>",25,1977,Michael E Briant,8.9
"The Robots of Death, Part Two",14,18,"<p>As the strangulations continue and the humans aren't sure who to blame, Leela meets up with an anomaly among the robot crew - an inquisitive, supposedly mute single-function labor robot capable of independent reasoning. Meanwhile the Doctor starts looking into the possibility that the murderer is a robot, and another crew member is targeted for death.</p>",25,1977,Michael E Briant,9.2
"The Robots of Death, Part Three",14,19,"<p>Hearing about a man who grew up only around robots and who has threatened to start a robot revolution, and who may be aboard the sandminer under an assumed name, the Doctor takes D.84 to seek out a possible secret workshop where he would be restructuring robot programming. Meanwhile, as one crew member suffers a complete mental breakdown, reprogrammed robots are ordered to kill all remaining humans.</p>",25,1977,Michael E Briant,9.3
"The Robots of Death, Part Four",14,20,"<p>With secrecy no longer necessary for the robot revolution, Controller Taren Capel shuts down all friendly robots and gives the remaining humans an ultimatum, or else their deaths will be slow and painful. With no conventional weaponry aboard their commercial vessel, the humans do what they can to resist while giving the Doctor time to work out a permanent solution.</p>",25,1977,Michael E Briant,9.2
"The Talons of Weng-Chiang, Part One",14,21,"<p>The Doctor and Leela land in Victorian London, and find themselves in the middle of missing girls, mutilated bodies, and vicious Chinese gangs. The Palace theater, presenting hypnotist Li H'sen Chang seems to be at the center of it all.</p>",25,1977,David Maloney,8.6
"The Talons of Weng-Chiang, Part Two",14,22,"<p>After escaping from the vicious giant rat in the sewers, the Doctor &amp; Leela team up with Litefoot. Chang, Mr Sin and Weng-Chiang go in search of the time cabinet, while the Doctor and Jago go in search of Chiang's lair.</p>",25,1977,David Maloney,8.4
"The Talons of Weng-Chiang, Part Three",14,23,<p>Leela follows Chang in order to find Greel's hideout while the Doctor and Litefoot set about finding her.</p>,25,1977,David Maloney,8.4
"The Talons of Weng-Chiang, Part Four",14,24,"<p>Having rescued Leela from the jaws of the giant vicious rat, she &amp; the Doctor dress up and attend Chang's show at the palace, but end up as part of the act. At home, Litefoot tries to protect the time cabinet.</p>",25,1977,David Maloney,8.4
"The Talons of Weng-Chiang, Part Five",14,25,"<p>Weng-Chiang has stolen the time cabinet from Litefoot's house, so the Doctor and Leela go to try and stop him from using it. They find an opium-drugged Chang. Jago teams up with Litefoot for their own investigation.</p>",25,1977,David Maloney,8.4
"The Talons of Weng-Chiang, Part Six",14,26,"<p>The real face of Weng-Chiang is revealed as the Doctor, Leela, Jago and Litefoot face their final battle, against both Magnus Greel and a trigger-happy Mr Sin.</p>",25,1977,David Maloney,8.8
"Horror of Fang Rock, Part One",15,1,"<p>The TARDIS lands near an isolated rocky island lighthouse just after a comet strikes the nearby sea and a sudden chilling fog rolls in. Soon after, electrical problems take hold of the generator and one of the keepers dies mysteriously. Rueben, the eldest keeper, thinks it's the return of the legendary Beast of Fang Rock, but the Doctor suspects it's something worse that a legend.</p>",25,1977,Paddy Russell,8.4
"Horror of Fang Rock, Part Two",15,2,"<p>With inexplicable electrical problems keeping the lighthouse from maintaining a steady beam, a foolhardy ship crashes against the island rocks. Four shaken and discontent survivors join the people inside where the Doctor surmises they're all being carefully scrutinized, a prelude to an attack.</p>",25,1977,Paddy Russell,8.4
"Horror of Fang Rock, Part Three",15,3,"<p>A death scream is heard, yet all are accounted for. Eventually the Doctor finds a body stashed away but hours old, with rigor mortis already settling in, which means there's a chameleon in their midst. Completely cut off from the rest of the world and with an escalating body count, the Doctor wonders just what, exactly, he's locked inside the lighthouse with them all.</p>",25,1977,Paddy Russell,8.6
"Horror of Fang Rock, Part Four",15,4,"<p>With little to fear, and its mother ship about to land and turn Earth into an alien attack base, the electrically charged Rutan scout drops its human guise and attacks openly.</p>",25,1977,Paddy Russell,8.6
"The Invisible Enemy, Part One",15,5,"<p>""Contact has been made!"" A relief crew en route to Titan in 5000 AD unwarily pick up hitchhikers that change them. Shortly thereafter the Doctor, passing through the same point in space, is hitchhiked as well, but not Leela - a reject who must die.</p>",25,1977,Derrick Goodwin,8.4
"The Invisible Enemy, Part Two",15,6,"<p>The Doctor draws into himself, fighting the voice in his own head that's trying to take over his intelligence.</p>",25,1977,Derrick Goodwin,8.2
"The Invisible Enemy, Part Three",15,7,<p>The medical center mounts a defense against alien forces trying to take the comatose Doctor while clones of Leela and the Doctor go microscopic so they can hunt down the intelligent infection that's in his head.</p>,25,1977,Derrick Goodwin,8.2
"The Invisible Enemy, Part Four",15,8,"<p>In trying to retrieve the clones from inside the Doctor, the alien virus is brought from the microbial world into the macro-world, and it's ready to spawn.</p>",25,1977,Derrick Goodwin,8.4
"Image of the Fendahl, Part One",15,9,"<p>Archeologists near a reputedly haunted woods use a time scanner to explore the history of a sinister 12 million year old skull, creating a hole in time that attracts the Doctor's attention.</p>",25,1977,George Spenton-Foster,8.3
"Image of the Fendahl, Part Two",15,10,"<p>Every time the archaeologists explore the ancient skull, something deadly hunts and haunts the wood while one of the researchers is particularly affected.</p>",25,1977,George Spenton-Foster,8
"Image of the Fendahl, Part Three",15,11,"<p>The Doctor endeavors to prevent the re-existence of a Fendahl, a group entity that feeds on life itself and thought only to exist in Time Lord mythology, but a witches' coven, seeking power, intervenes.</p>",25,1977,George Spenton-Foster,8.2
"Image of the Fendahl, Part Four",15,12,"<p>With one of the archaeologists transformed and a massive implosion threatening, the Fendahl and its Fendahleen components start coming into existence while the Doctor, Leela and the Tylers do what they can to stop it.</p>",25,1977,George Spenton-Foster,8.3
"The Sun Makers, Part One",15,13,"<p>The Tardis lands on Pluto in the far future. Instead of being a lifeless rock, there's scented air, massive buildings, six suns, a human population subjugated by crippling taxes from a government called ""The Company,"" and a man about to commit suicide.</p>",25,1977,Pennant Roberts,8.2
"The Sun Makers, Part Two",15,14,"<p>Captured by the authorities, the Doctor finds himself restrained in a Correction Centre where he's to be prepped for painful shock treatments, making him unable to return within a given time frame to the underground rebels holding Leela, who are prepared to kill her as promised.</p>",25,1977,Pennant Roberts,8
"The Sun Makers, Part Three",15,15,"<p>The merciless Collector, who runs The Company, issues a bounty on the Doctor for his capture, while an already captured Leela is sentenced to public execution, via a steamer, for crimes against the company.</p>",25,1977,Pennant Roberts,8.2
"The Sun Makers, Part Four",15,16,"<p>Attempting to start a successful revolution, the Doctor uses Pluto's Public Address System to announce successful revolution, all the while trying to determine the Collector's true species and why he, or it, seems set on taxing the life out of humans.</p>",25,1977,Pennant Roberts,8.3
"Underworld, Part One",15,17,"<p>Materializing at the edge of the cosmos, the frontier of creation, The Doctor, Leela &amp; K-9 encounter four ancient space travelers from Minyos, the first race ever contacted by the Time Lords. All but extinct due to their Time Lords encounter, the Minyans (rejuvenated 1000 times each) have been embarked on a long 100,000 year old quest, searching the universe for the lost race bank of their species to take to a new home world. But their equally old ship is finally failing, succumbing to the gravitational pull of a newly forming sun and taking the Doctor and his party with it.</p>",25,1978,Norman Stewart,8.2
"Underworld, Part Two",15,18,"<p>Crashing inside a newly formed planet, the Doctor and others find it inhabited by a slave labor mining society, where rocks are harvested for their radioactive energy and human life has little value. With a population controlled by deliberate cave-ins, poison gas, and periodic sacrifices to an Oracle, the miners, called Trogs, are also descendants from Minyos, and who desperately desire freedom.</p>",25,1978,Norman Stewart,8
"Underworld, Part Three",15,19,"<p>Capturing the Doctor and Leela, the citadel guards are quite pleased to have more subjects for their public executions, but it only fires up a Trog revolt instead.</p>",25,1978,Norman Stewart,8
"Underworld, Part Four",15,20,"<p>With the Trog revolt close to success, the Oracle grants the Minyos travelers what they seek (the long lost race bank) in hopes they'll depart peacefully and straight away, but the Doctor suspects it's not all going to be as amicable as that. And what to do about the Trogs?</p>",25,1978,Norman Stewart,8.5
